gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G,Churn_Probability,Top_Churn_Reasons,Risk_Level,Recommended_Action,Campaign_Type,Customer_Priority
0,45.0,14,1,-1,-1,1,-1,-1,0,1,12900000,174607500,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.6105982055564466,sim_history_months (+0.707) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,40.0,72,0,0,0,0,0,0,1,0,3810000,256635000,0,0.4999999999999999,-0.8660254037844387,1,0,0,0,0.0106711228891493,monthly_cost_toman (+0.51) .. gender (+0.015) .. gen_4G (+0.013),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,53.0,46,1,-1,-1,-1,1,-1,0,1,13372500,636832500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.5866201591627547,total_cost_toman (+0.535) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,41.0,71,-1,1,1,1,1,1,1,0,8737500,621885000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.0718068652979109,total_cost_toman (+0.511) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,42.0,32,-1,-1,-1,-1,-1,1,0,1,12847500,399645000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.7677277202923996,Churn_Probability (+0.503) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
0,36.0,26,-1,-1,1,-1,1,1,0,1,7552500,191625000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.7224900553274031,Churn_Probability (+0.43) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,39.0,68,-1,-1,1,-1,-1,-1,0,1,12052500,838395000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.4460477333428306,total_cost_toman (+0.867) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,44.0,2,0,0,0,0,0,0,1,0,3030000,5212500,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0.1797240015230523,sim_history_months (+1.207) .. monthly_cost_toman (+0.576) .. birth_month_cos (+0.038),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,19.0,61,0,0,0,0,0,0,1,0,3082500,195892500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.0176032842038641,monthly_cost_toman (+0.571) .. birth_month_sin (+0.025) .. gender (+0.015),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,24.0,4,-1,-1,-1,-1,-1,1,0,1,12892500,57195000,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.8833166904483162,sim_history_months (+1.124) .. Churn_Probability (+0.689) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,49.0,3,-1,-1,-1,-1,-1,-1,0,1,6802500,21225000,1,-1.0,-1.8369701987210287e-16,0,0,1,0,0.7218488557924181,sim_history_months (+1.166) .. Churn_Probability (+0.429) .. monthly_cost_toman (+0.258),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
1,42.0,33,-1,-1,-1,-1,1,1,0,1,14175000,465832500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.8240025367271703,Churn_Probability (+0.594) .. gen_5G (+0.424) .. total_cost_toman (+0.254),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
1,38.0,9,0,0,0,0,0,0,0,1,3187500,30682500,0,1.0,6.123233995736766e-17,1,0,0,0,0.3994191922669228,sim_history_months (+0.915) .. monthly_cost_toman (+0.562) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,40.0,22,0,0,0,0,0,0,1,0,3937500,90885000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.0786946652230094,monthly_cost_toman (+0.499) .. sim_history_months (+0.373) .. birth_month_cos (+0.065),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,44.0,5,-1,-1,-1,-1,1,-1,0,1,12127500,53415000,0,1.0,6.123233995736766e-17,0,0,0,1,0.8798897113661783,sim_history_months (+1.082) .. Churn_Probability (+0.684) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,34.0,30,1,1,1,-1,-1,-1,0,0,13755000,413722500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.4636427604713116,gen_5G (+0.424) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,31.0,65,-1,1,1,1,-1,1,1,1,11130000,720847500,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.0819448110745472,total_cost_toman (+0.674) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,42.0,45,-1,-1,1,1,-1,-1,0,1,13087500,591255000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.4957705488772416,total_cost_toman (+0.46) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,28.0,5,0,0,0,0,0,0,0,0,3052500,13912500,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.3427615776479177,sim_history_months (+1.082) .. monthly_cost_toman (+0.574) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,45.0,25,-1,1,-1,-1,-1,-1,0,1,11325000,285157500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.7236500621586203,Churn_Probability (+0.432) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,20.0,72,1,-1,-1,-1,-1,-1,1,0,11857500,859605000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.1001788804025494,total_cost_toman (+0.902) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,52.0,27,-1,-1,1,-1,-1,1,0,0,13522500,363510000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.7148752629899131,gen_5G (+0.424) .. Churn_Probability (+0.418) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,46.0,32,-1,-1,1,-1,1,1,0,0,7590000,248017500,0,0.4999999999999999,0.8660254037844387,0,1,0,0,0.5461806474399822,sim_card_type (+0.251) .. gen_2G (+0.227) .. monthly_cost_toman (+0.191),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,High
0,43.0,30,-1,1,1,1,1,1,1,0,16567500,499057500,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.3956374333664093,gen_5G (+0.424) .. total_cost_toman (+0.308) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,52.0,70,1,1,1,1,-1,1,1,0,15150000,1062825000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.0994399877827469,total_cost_toman (+1.237) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,60.0,42,-1,1,-1,-1,-1,-1,0,1,11902500,501615000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.5965808152238493,gen_5G (+0.424) .. total_cost_toman (+0.313) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,52.0,72,1,1,1,1,1,1,1,1,13477500,1004602500,0,-1.0,-1.8369701987210287e-16,0,1,0,0,0.0553390044434895,total_cost_toman (+1.141) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,18.0,47,1,-1,1,1,-1,-1,1,1,9750000,431985000,0,-1.0,-1.8369701987210287e-16,0,0,1,0,0.0666838194306407,gen_2G (+0.227) .. total_cost_toman (+0.198) .. operator_app_usage (+0.11),Low Risk,اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),App_Engagement_Heroes_Points,Normal
0,25.0,2,1,-1,1,-1,-1,-1,0,1,12067500,20565000,0,1.0,6.123233995736766e-17,0,0,0,1,0.7825443164498556,sim_history_months (+1.207) .. Churn_Probability (+0.527) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,33.0,10,1,-1,-1,-1,1,1,0,0,14782500,151282500,1,1.0,6.123233995736766e-17,0,0,0,1,0.7870164275719098,sim_history_months (+0.873) .. Churn_Probability (+0.534) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,40.0,61,0,0,0,0,0,0,1,1,3615000,232740000,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.0257912813223176,monthly_cost_toman (+0.526) .. operator_app_usage (+0.11) .. birth_month_cos (+0.065),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,46.0,5,-1,-1,-1,-1,-1,-1,0,1,6607500,30322500,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.7034608352052248,sim_history_months (+1.082) .. Churn_Probability (+0.399) .. monthly_cost_toman (+0.274),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
0,31.0,72,-1,1,1,1,1,1,1,1,16620000,1182337500,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.2615774310524274,total_cost_toman (+1.434) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,42.0,72,1,1,1,1,1,1,1,1,17242500,1229460000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.1963090364073844,total_cost_toman (+1.511) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,31.0,3,-1,-1,1,-1,-1,-1,0,0,11257500,30435000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.7926841273325462,sim_history_months (+1.166) .. Churn_Probability (+0.543) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,33.0,48,0,0,0,0,0,0,1,0,2887500,128265000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.0303685335722709,monthly_cost_toman (+0.588) .. birth_month_cos (+0.065) .. birth_month_sin (+0.025),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,23.0,63,-1,-1,1,1,1,-1,1,1,13507500,872550000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.2472105230102734,total_cost_toman (+0.924) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,29.0,27,1,1,-1,-1,-1,-1,0,1,8505000,247942500,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.3650075547616706,sim_card_type (+0.251) .. gen_2G (+0.227) .. sim_history_months (+0.164),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,24.0,70,1,1,1,-1,1,1,1,1,12022500,840022500,0,0.4999999999999999,-0.8660254037844387,0,1,0,0,0.0844100498777714,total_cost_toman (+0.87) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,28.0,7,1,-1,1,1,-1,1,0,1,10702500,77362500,0,1.2246467991473532e-16,-1.0,0,1,0,0,0.4771248329267215,sim_history_months (+0.999) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,53.0,0,0,0,0,0,0,0,1,0,3037500,0,0,1.0,6.123233995736766e-17,1,0,0,0,0.189710874310963,sim_history_months (+1.291) .. monthly_cost_toman (+0.575) .. age (+0.039),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,29.0,2,1,1,-1,-1,1,-1,0,0,13552500,28575000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.7366552014322617,sim_history_months (+1.207) .. Churn_Probability (+0.453) .. gen_5G (+0.424),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,72.0,20,-1,-1,1,-1,1,1,0,1,14782500,276420000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8546941224955454,Churn_Probability (+0.643) .. sim_history_months (+0.456) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,46.0,66,0,0,0,0,0,0,1,0,2955000,188070000,0,1.0,6.123233995736766e-17,1,0,0,0,0.0142867877138469,monthly_cost_toman (+0.582) .. age (+0.017) .. gender (+0.015),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,42.0,3,0,0,0,0,0,0,0,0,2977500,8580000,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.359080900939713,sim_history_months (+1.166) .. monthly_cost_toman (+0.58) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,30.0,15,-1,1,-1,-1,-1,1,0,1,12885000,190432500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8296999589360758,sim_history_months (+0.665) .. Churn_Probability (+0.603) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,48.0,72,1,1,-1,1,-1,-1,1,1,13552500,984510000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.0901712920803838,total_cost_toman (+1.108) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,33.0,1,0,0,0,0,0,0,0,0,3120000,3120000,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0.3905958666515245,sim_history_months (+1.249) .. monthly_cost_toman (+0.568) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,41.0,22,-1,-1,-1,-1,1,1,0,0,13387500,286177500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.8057391768419491,Churn_Probability (+0.564) .. gen_5G (+0.424) .. sim_history_months (+0.373),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,71.0,3,-1,-1,-1,-1,-1,-1,0,1,10545000,31327500,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.8548304807279181,sim_history_months (+1.166) .. Churn_Probability (+0.643) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,39.0,72,1,-1,1,1,-1,-1,1,0,10027500,713820000,0,0.0,1.0,0,0,1,0,0.0217244986102528,total_cost_toman (+0.662) .. gen_2G (+0.227) .. birth_month_cos (+0.075),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,54.0,65,0,0,0,0,0,0,1,0,2985000,193890000,0,0.0,1.0,1,0,0,0,0.0150797440699912,monthly_cost_toman (+0.579) .. birth_month_cos (+0.075) .. age (+0.042),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,32.0,11,-1,-1,-1,-1,1,-1,0,1,5370000,54472500,0,0.0,1.0,0,1,0,0,0.7341507881490525,sim_history_months (+0.832) .. Churn_Probability (+0.449) .. monthly_cost_toman (+0.378),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
1,40.0,22,-1,1,-1,-1,-1,-1,0,1,11827500,240037500,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.7373276794521209,Churn_Probability (+0.454) .. gen_5G (+0.424) .. sim_history_months (+0.373),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,61.0,14,0,0,0,0,0,0,1,0,3060000,41355000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.113854544224243,sim_history_months (+0.707) .. monthly_cost_toman (+0.573) .. birth_month_cos (+0.065),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,32.0,41,-1,-1,-1,1,-1,-1,0,1,11137500,463365000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.5615441288876143,gen_5G (+0.424) .. sim_card_type (+0.251) .. total_cost_toman (+0.25),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,62.0,17,1,1,-1,-1,-1,1,1,0,9720000,176340000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.2251121440776484,sim_history_months (+0.581) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK) | ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Welcome_Campaign_24h_Guardian | Digital_Bundle_Automatic_Topup,Normal
1,48.0,11,0,0,0,0,0,0,0,1,3067500,35595000,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.3832479624781855,sim_history_months (+0.832) .. monthly_cost_toman (+0.572) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,33.0,15,-1,-1,-1,-1,1,1,0,1,14002500,216697500,1,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.8852643689021916,Churn_Probability (+0.692) .. sim_history_months (+0.665) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,48.0,1,0,0,0,0,0,0,0,0,2985000,2985000,1,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.3773991891698093,sim_history_months (+1.249) .. monthly_cost_toman (+0.579) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,52.0,5,1,-1,1,-1,-1,1,0,1,13335000,68122500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.8208376429611836,sim_history_months (+1.082) .. Churn_Probability (+0.588) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,47.0,33,-1,-1,1,-1,1,1,1,1,14370000,455512500,1,-1.0,-1.8369701987210287e-16,0,0,0,1,0.6141809919550378,gen_5G (+0.424) .. Churn_Probability (+0.255) .. total_cost_toman (+0.237),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,21.0,72,1,1,1,-1,1,1,1,1,16597500,1209847500,0,0.0,1.0,0,0,0,1,0.2684201548066085,total_cost_toman (+1.479) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,31.0,3,-1,1,-1,-1,-1,1,0,0,6045000,13875000,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.6818523751395049,sim_history_months (+1.166) .. Churn_Probability (+0.364) .. monthly_cost_toman (+0.322),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
1,37.0,2,-1,1,-1,-1,-1,-1,0,1,12300000,27697500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.834319886546797,sim_history_months (+1.207) .. Churn_Probability (+0.61) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,39.0,59,1,1,1,1,-1,1,1,1,16050000,922845000,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.1657019223162905,total_cost_toman (+1.006) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,47.0,2,-1,-1,-1,-1,-1,-1,0,0,6802500,13425000,1,0.4999999999999999,0.8660254037844387,0,0,1,0,0.6549346157173105,sim_history_months (+1.207) .. Churn_Probability (+0.321) .. monthly_cost_toman (+0.258),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
