gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G,Churn_Probability
1,21.0,62,-1,1,1,-1,1,1,1,1,15562500,957502500,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.41789876155148237
0,49.0,35,1,-1,-1,1,-1,-1,1,1,8242500,287400000,0,1.0,6.123233995736766e-17,0,0,1,0,0.10499003383800629
0,49.0,20,0,0,0,0,0,0,0,1,2925000,61950000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.28872499070315916
1,45.0,40,0,0,0,0,0,0,1,0,2940000,121342500,0,0.0,1.0,1,0,0,0,0.04274916709958874
0,28.0,39,1,-1,-1,-1,-1,-1,1,1,7177500,282960000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.13729436373594045
1,39.0,1,-1,-1,-1,-1,-1,1,0,1,12990000,12990000,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.8878125264325311
0,40.0,72,0,0,0,0,0,0,1,0,3562500,251887500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.010681790312561197
0,26.0,33,-1,1,-1,-1,-1,-1,0,1,12090000,398475000,1,-1.0,-1.8369701987210294e-16,0,0,0,1,0.657887157767064
0,58.0,12,-1,-1,-1,-1,-1,-1,0,0,6570000,81142500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.556226185538575
1,51.0,1,0,0,0,0,0,0,0,0,2962500,2962500,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.38841637009192304
1,37.0,27,0,0,0,0,0,0,0,0,2872500,80602500,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.18013025933856705
1,40.0,34,0,0,0,0,0,0,1,0,2940000,101820000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.05209354602139173
0,43.0,56,1,-1,1,-1,-1,-1,1,0,12045000,677047500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.14414639416238798
0,18.0,58,0,0,0,0,0,0,1,0,3652500,213577500,0,0.0,1.0,1,0,0,0,0.019874889266525326
0,37.0,22,0,0,0,0,0,0,1,0,3787500,83310000,0,0.4999999999999999,-0.8660254037844387,1,0,0,0,0.07722969703341065
0,32.0,10,0,0,0,0,0,0,1,0,3915000,33832500,0,0.0,1.0,1,0,0,0,0.12304216060835635
1,28.0,13,0,0,0,0,0,0,1,0,3000000,40267500,0,1.0,6.123233995736766e-17,1,0,0,0,0.12216758627910018
0,37.0,35,-1,1,-1,1,-1,-1,0,0,12795000,437625000,1,0.0,1.0,0,0,0,1,0.44981009403618655
0,62.0,34,-1,-1,-1,-1,-1,-1,0,1,10500000,362415000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.6911337670706902
0,48.0,4,-1,-1,-1,-1,1,1,0,1,14145000,63667500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.9051510916131187
1,33.0,72,0,0,0,0,0,0,1,0,3105000,223815000,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.011200552334764675
1,47.0,2,-1,-1,-1,1,1,1,0,0,10545000,19860000,0,0.0,1.0,0,0,1,0,0.680938548497777
0,57.0,7,-1,-1,1,-1,1,1,0,1,14302500,99135000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8965794482584029
1,51.0,27,-1,-1,-1,-1,-1,-1,0,1,11325000,284092500,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.720607980724669
1,41.0,4,-1,-1,-1,-1,-1,-1,0,1,10432500,42735000,0,1.0,6.123233995736766e-17,0,0,0,1,0.8592226784628137
0,32.0,37,0,0,0,0,0,0,1,0,2977500,117637500,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.045329741620709255
1,48.0,21,0,0,0,0,0,0,0,0,3000000,62655000,0,1.2246467991473532e-16,-1.0,1,0,0,0,0.20792640338814677
0,45.0,53,-1,-1,-1,-1,1,1,1,1,14377500,752437500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.48466120602853824
0,51.0,18,-1,-1,-1,1,-1,1,0,1,13515000,241912500,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.76119377868272
0,48.0,2,-1,-1,-1,-1,-1,-1,0,0,10342500,17962500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8037105958461433
1,53.0,32,1,-1,-1,-1,1,1,0,1,14932500,480697500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.7436891175309263
1,34.0,23,0,0,0,0,0,0,1,1,3112500,72780000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.11330638456236666
1,56.0,3,1,-1,-1,-1,-1,-1,0,1,7522500,24127500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.6191043234870707
0,42.0,71,1,1,-1,1,1,1,1,0,8797500,621787500,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.04862813990843749
1,65.0,9,-1,-1,-1,1,1,1,0,1,14385000,124117500,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.8531073375886703
0,32.0,1,-1,1,-1,-1,-1,-1,0,0,7425000,7425000,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.6247328144687304
1,61.0,18,-1,-1,1,-1,-1,1,0,0,8617500,148627500,1,0.8660254037844386,0.5000000000000001,0,1,0,0,0.5353494443870332
1,42.0,12,-1,-1,-1,-1,-1,1,1,0,8047500,104452500,1,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.3958764806174782
1,32.0,71,1,1,1,1,-1,1,1,1,12015000,837810000,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.04762957722444354
0,34.0,64,0,0,0,0,0,0,1,1,3660000,240180000,0,1.0,6.123233995736766e-17,1,0,0,0,0.02244759780464296
1,36.0,4,-1,-1,-1,1,-1,1,0,1,6007500,24367500,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.7546987277930329
0,45.0,23,0,0,0,0,0,0,0,1,2925000,70530000,0,-1.0,-1.8369701987210294e-16,1,0,0,0,0.2613450812009643
0,46.0,39,1,-1,-1,-1,-1,-1,0,0,7657500,309900000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.2289470154614556
1,33.0,28,1,-1,-1,1,-1,-1,1,0,8152500,213967500,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.09167733157474994
0,40.0,5,-1,1,-1,-1,1,-1,0,1,12705000,58875000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.8633312181598439
0,66.0,45,-1,-1,1,-1,-1,1,0,1,12915000,579217500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.68490810281479
1,61.0,37,-1,-1,-1,-1,-1,-1,0,1,10552500,382935000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.6646834907981728
0,45.0,60,1,1,1,1,1,1,1,1,16500000,1000252500,0,-1.0,-1.8369701987210294e-16,0,0,0,1,0.237646128770374
1,40.0,8,-1,-1,1,-1,1,1,0,1,15090000,122910000,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.892855223248552
0,41.0,47,1,-1,1,-1,1,-1,1,0,14235000,692287500,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.24594004680994486
1,47.0,26,-1,-1,-1,-1,1,-1,0,1,12562500,310590000,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.7973089424244872
0,28.0,3,1,-1,-1,1,1,-1,0,1,13245000,41062500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.762697672387129
0,37.0,50,-1,-1,-1,-1,-1,-1,0,1,10462500,533655000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.5813326631156144
1,20.0,27,-1,-1,-1,1,1,1,0,0,10740000,293565000,0,0.0,1.0,0,0,1,0,0.49586055515051225
0,45.0,8,-1,-1,1,-1,1,1,0,1,13815000,109492500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.89900218770181
0,48.0,62,0,0,0,0,0,0,1,0,3547500,212512500,0,0.4999999999999999,-0.8660254037844387,1,0,0,0,0.015686995174751018
0,34.0,71,1,-1,1,1,1,1,1,0,12277500,888660000,0,0.0,1.0,0,0,1,0,0.05391878083431724
1,59.0,66,0,0,0,0,0,0,1,0,3765000,254655000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.014230840390271539
1,25.0,68,1,1,1,1,1,1,1,1,17205000,1177477500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.21003790990357254
0,22.0,13,-1,-1,1,-1,1,1,0,0,7372500,97410000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.7415472499040304
1,43.0,56,-1,-1,-1,-1,-1,1,1,1,12135000,683625000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.38956573839460723
1,53.0,38,1,1,-1,-1,-1,-1,0,1,11917500,451957500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.5366511022760128
1,60.0,14,-1,-1,-1,-1,1,1,0,0,13567500,189915000,1,0.0,1.0,0,0,0,1,0.8465281695262434
0,34.0,16,0,0,0,0,0,0,1,1,2895000,54052500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.14574473679430222
0,53.0,14,-1,-1,-1,-1,-1,-1,0,0,10530000,156975000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.7401238992665023
1,40.0,32,-1,-1,-1,-1,-1,-1,0,1,10462500,352185000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.7105370417058041
0,38.0,8,1,-1,-1,1,-1,-1,1,0,8137500,67162500,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.1685724025908282
0,51.0,43,-1,-1,1,-1,1,1,0,1,14895000,631492500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.7638767593397503
0,48.0,52,1,-1,1,1,1,-1,1,0,11100000,581647500,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0.0476666269190379
1,21.0,3,-1,-1,-1,1,-1,-1,0,1,7537500,22845000,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.6279374076312764
1,58.0,29,0,0,0,0,0,0,1,1,2970000,85830000,0,1.2246467991473532e-16,-1.0,1,0,0,0,0.08946429089562857
0,57.0,1,0,0,0,0,0,0,0,0,2947500,2947500,1,0.4999999999999999,0.8660254037844387,1,0,0,0,0.383043330638237
1,32.0,12,-1,-1,1,1,-1,1,0,1,6547500,79042500,1,1.0,6.123233995736766e-17,0,0,1,0,0.6863779244163062
0,45.0,16,-1,-1,-1,-1,-1,1,0,1,5325000,82905000,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.7334269074417061
0,46.0,40,-1,-1,1,1,1,1,1,1,12112500,481297500,0,1.0,6.123233995736766e-17,0,0,1,0,0.23326260400689802
0,43.0,5,-1,-1,1,-1,-1,1,0,0,5925000,31612500,1,0.0,1.0,0,0,1,0,0.7434405102481191
1,33.0,40,-1,-1,-1,-1,1,1,0,1,14565000,556042500,1,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.7853046443787849
0,32.0,36,0,0,0,0,0,0,1,0,2932500,93112500,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.046071848048965504
0,40.0,5,-1,-1,-1,-1,-1,1,0,1,12000000,61875000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8846544202156379
0,54.0,10,1,-1,-1,-1,1,-1,0,1,12705000,124807500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.7999379658124115
1,47.0,2,-1,-1,-1,-1,1,1,0,1,13432500,27832500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.9192243411825993
1,36.0,23,-1,-1,-1,1,1,-1,0,1,13590000,291480000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.7272766190301475
1,49.0,26,0,0,0,0,0,0,1,1,3007500,75885000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.1006082235238092
0,18.0,72,1,1,1,-1,1,1,1,1,16860000,1207027500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.2580283152592127
0,54.0,34,-1,-1,-1,1,-1,-1,0,0,7530000,272295000,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.2634187871128327
1,19.0,10,1,-1,-1,1,1,-1,0,0,9337500,91942500,0,0.0,1.0,0,0,1,0,0.44144196105458455
0,36.0,14,1,-1,-1,1,-1,-1,1,0,8355000,119272500,0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0.11838673339769525
0,27.0,23,1,-1,-1,-1,1,-1,0,1,13507500,325470000,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.7230732281478287
1,24.0,47,0,0,0,0,0,0,1,0,2947500,145965000,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.033008281361839094
1,54.0,24,1,-1,-1,1,-1,1,0,1,13387500,331530000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.650708289261014
1,34.0,49,-1,1,-1,-1,1,1,0,1,14857500,728062500,1,1.0,6.123233995736766e-17,0,0,0,1,0.734298239927463
1,44.0,20,1,-1,-1,1,-1,-1,1,0,8100000,158385000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0.10029339397162161
0,39.0,2,-1,-1,-1,-1,-1,-1,0,0,10462500,21682500,1,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.8074391249931901
0,46.0,2,-1,1,-1,-1,-1,-1,0,1,7357500,13665000,1,-1.0,-1.8369701987210294e-16,0,0,1,0,0.6935538875846863
1,41.0,22,-1,-1,1,1,1,1,1,0,8512500,195727500,0,0.0,1.0,0,1,0,0,0.28306459829851255
1,25.0,7,-1,-1,1,-1,1,1,0,1,14707500,106950000,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.8991931907895637
1,52.0,1,0,0,0,0,0,0,0,0,3165000,3165000,0,0.0,1.0,1,0,0,0,0.38555376600665714
0,34.0,59,-1,1,-1,1,-1,1,0,1,14497500,837120000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.47597973590488635
0,21.0,58,0,0,0,0,0,0,1,1,3675000,224685000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.02796548788761846
0,35.0,41,1,1,1,1,1,1,0,1,17175000,679117500,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.5678155903547293
0,58.0,59,-1,1,-1,-1,-1,-1,1,1,11880000,688552500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.2324384582052555
0,50.0,3,-1,-1,-1,-1,-1,-1,0,1,10432500,30030000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8532095878418066
1,36.0,32,0,0,0,0,0,0,1,1,3007500,92167500,0,0.4999999999999999,-0.8660254037844387,1,0,0,0,0.08130367728385114
1,36.0,46,-1,-1,1,-1,1,1,0,1,14827500,684735000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.7658768836027445
1,36.0,0,0,0,0,0,0,0,1,0,3862500,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.17685139363197233
1,65.0,2,-1,-1,-1,-1,-1,1,0,1,12142500,25672500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.8954921890589517
0,45.0,52,0,0,0,0,0,0,1,0,2940000,151860000,0,1.0,6.123233995736766e-17,1,0,0,0,0.02495445656328622
0,45.0,13,-1,-1,1,-1,-1,-1,0,1,11145000,141052500,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.8092903701091468
0,52.0,11,-1,-1,-1,-1,1,1,0,0,13455000,157155000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.8501829642061165
1,43.0,32,1,-1,-1,1,-1,-1,0,0,13147500,414960000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.39327575313727825
1,37.0,17,-1,-1,1,-1,1,1,0,1,15067500,243367500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8660080756062374
0,38.0,16,-1,-1,-1,-1,-1,-1,0,1,11212500,169402500,0,-1.0,-1.8369701987210294e-16,0,0,0,1,0.7841085893186753
0,39.0,51,1,1,1,-1,1,1,1,0,16117500,852135000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.28763770148143325
1,40.0,29,-1,-1,1,1,1,1,1,1,11302500,336585000,0,0.0,1.0,0,1,0,0,0.27670567287804815
1,49.0,70,1,1,1,1,-1,-1,1,0,9742500,678487500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.02147434019064075
0,41.0,71,1,-1,1,1,-1,1,1,0,15067500,1073955000,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.10273114074100656
1,49.0,41,-1,1,1,-1,1,-1,1,0,10275000,425992500,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.16330616519452737
1,39.0,1,-1,-1,-1,-1,1,-1,0,1,12082500,12082500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.8940901479971984
0,41.0,7,1,-1,1,1,1,1,0,0,12187500,87015000,0,1.0,6.123233995736766e-17,0,0,1,0,0.5022777638293292
1,18.0,25,-1,-1,-1,-1,1,1,1,1,13560000,326790000,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.676918720158714
1,51.0,67,1,1,-1,1,-1,-1,1,0,13432500,905782500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.07224066358092002
1,44.0,5,-1,-1,-1,1,-1,-1,0,1,8355000,38910000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.5889904039070706
1,52.0,15,0,0,0,0,0,0,0,1,3720000,48622500,0,0.0,1.0,1,0,0,0,0.3275906839224953
0,18.0,20,0,0,0,0,0,0,0,0,3000000,62647500,0,-1.0,-1.8369701987210294e-16,1,0,0,0,0.2165373146675785
1,65.0,3,-1,1,1,-1,-1,-1,0,1,8422500,25222500,1,0.0,1.0,0,0,1,0,0.6780452351766572
1,38.0,54,-1,1,-1,1,1,1,1,1,15780000,845677500,0,-1.0,-1.8369701987210294e-16,0,0,0,1,0.35699014957155173
1,53.0,42,0,0,0,0,0,0,1,1,2932500,125910000,0,-1.0,-1.8369701987210294e-16,1,0,0,0,0.05479623893519005
0,28.0,9,-1,-1,-1,-1,-1,1,0,1,11962500,115365000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8744534081404141
0,47.0,63,-1,1,-1,-1,1,1,1,0,14617500,937950000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.31738845015181255
0,27.0,69,0,0,0,0,0,0,1,0,3637500,246270000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.012216077640742774
0,33.0,69,0,0,0,0,0,0,1,0,3690000,251707500,0,1.0,6.123233995736766e-17,1,0,0,0,0.012333147635547933
1,63.0,40,-1,1,-1,-1,-1,-1,0,1,7522500,308775000,0,1.0,6.123233995736766e-17,0,1,0,0,0.3271673321476052
1,38.0,60,1,1,1,-1,-1,-1,1,0,5940000,363675000,0,1.0,6.123233995736766e-17,0,1,0,0,0.039090931015361464
0,43.0,4,1,-1,1,1,-1,1,0,1,14160000,58080000,1,-1.0,-1.8369701987210294e-16,0,0,0,1,0.7417473102434388
0,50.0,71,1,1,1,1,1,1,1,0,13477500,944017500,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.04456297807691819
0,46.0,37,-1,-1,1,-1,-1,-1,0,1,11842500,425947500,1,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.6525680540754313
1,42.0,32,-1,1,-1,-1,1,1,0,1,14827500,471885000,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.8048206573357248
1,44.0,39,-1,-1,-1,1,-1,-1,1,1,8077500,330105000,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.1372121081846203
0,69.0,38,0,0,0,0,0,0,1,1,3637500,137160000,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.06140652945581137
1,39.0,52,-1,-1,1,-1,-1,1,1,1,13417500,686662500,0,1.0,6.123233995736766e-17,0,0,0,1,0.4042368147857729
0,42.0,48,1,1,-1,-1,1,1,0,1,15787500,749625000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.6226175683995967
1,53.0,70,1,-1,1,1,1,1,1,0,8925000,621720000,0,1.0,6.123233995736766e-17,0,0,1,0,0.05570781443816486
1,53.0,20,-1,-1,-1,-1,-1,-1,0,0,10582500,224032500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.7034843522415833
0,54.0,50,1,-1,1,1,1,1,1,1,12375000,626865000,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.12560977397925543
0,48.0,19,-1,-1,-1,-1,1,1,1,1,6727500,134032500,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0.5004710321645335
1,26.0,25,1,1,1,-1,-1,-1,1,1,9240000,241650000,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0.15009701885027502
1,60.0,12,-1,1,-1,-1,-1,-1,0,1,7357500,88957500,0,0.4999999999999999,0.8660254037844387,0,1,0,0,0.5757506237834127
1,26.0,39,-1,1,1,-1,1,1,0,1,15847500,642720000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.7763621979462334
1,44.0,7,-1,-1,1,-1,-1,-1,0,0,11197500,81682500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.7738086766119643
0,31.0,23,1,1,1,1,-1,-1,1,1,9937500,230070000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.12898075322557678
1,39.0,27,0,0,0,0,0,0,0,1,2910000,79470000,0,0.4999999999999999,-0.8660254037844387,1,0,0,0,0.236239772529628
1,44.0,47,-1,-1,-1,-1,1,-1,0,1,12907500,579840000,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.6649475087771743
1,44.0,26,0,0,0,0,0,0,1,1,2872500,77362500,0,1.2246467991473532e-16,-1.0,1,0,0,0,0.10246564337466993
0,45.0,14,1,-1,-1,-1,1,-1,0,1,9705000,141150000,1,0.0,1.0,0,0,1,0,0.5801958225152997
0,59.0,11,-1,-1,1,1,1,1,0,1,15607500,170047500,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.8268764212685926
1,45.0,2,0,0,0,0,0,0,0,0,2887500,7252500,0,1.0,6.123233995736766e-17,1,0,0,0,0.3818237079432494
0,37.0,26,1,1,-1,-1,-1,-1,0,0,12292500,310507500,0,1.0,6.123233995736766e-17,0,0,0,1,0.5108146944729666
0,52.0,72,1,1,1,1,1,1,1,1,17197500,1250092500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.1871377380535309
0,54.0,63,0,0,0,0,0,0,1,0,3000000,181387500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.015344450713348393
1,25.0,71,0,0,0,0,0,0,1,0,2970000,209437500,0,1.0,6.123233995736766e-17,1,0,0,0,0.01190444522172152
1,47.0,11,1,-1,-1,-1,1,-1,0,1,9772500,108502500,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.5969454601328499
1,48.0,14,0,0,0,0,0,0,1,0,2947500,34297500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.1110462082597993
0,36.0,13,1,1,1,1,1,1,1,0,13342500,174262500,0,-1.0,-1.8369701987210294e-16,0,0,1,0,0.19682217223842496
1,57.0,6,0,0,0,0,0,0,0,1,3030000,14752500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.4244997645699106
1,38.0,11,-1,-1,-1,-1,-1,-1,0,1,11280000,116295000,0,-1.0,-1.8369701987210294e-16,0,0,0,1,0.8134917762767935
1,42.0,18,-1,1,-1,-1,-1,-1,0,0,8520000,161197500,0,0.0,1.0,0,0,1,0,0.4600134973216779
1,38.0,1,-1,-1,-1,-1,-1,1,0,1,5332500,5332500,1,-0.8660254037844386,0.5000000000000001,0,1,0,0,0.8097195897227877
0,40.0,32,1,-1,-1,-1,-1,-1,0,1,11325000,348705000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.5995998605864121
1,27.0,29,1,-1,-1,1,-1,-1,1,0,5340000,160890000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.11037357443142433
0,23.0,3,-1,-1,-1,-1,1,-1,0,1,9037500,25575000,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.7655978075769324
0,59.0,2,-1,-1,-1,-1,1,1,0,1,14272500,29535000,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.9112952717437668
1,30.0,13,-1,-1,1,-1,1,1,0,1,14497500,174427500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.885578775061284
0,28.0,41,-1,1,-1,-1,-1,1,0,1,6052500,251677500,0,0.4999999999999999,-0.8660254037844387,0,1,0,0,0.4349675979910084
0,18.0,1,0,0,0,0,0,0,0,0,2827500,2827500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.38781628030942783
1,32.0,7,-1,-1,-1,-1,1,-1,0,0,8227500,55560000,0,0.0,1.0,0,0,1,0,0.6803023196449517
0,24.0,52,1,-1,1,-1,1,-1,1,1,9645000,511590000,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.12374000824858752
0,60.0,45,0,0,0,0,0,0,1,1,3697500,170820000,0,1.0,6.123233995736766e-17,1,0,0,0,0.04666481299673424
1,52.0,70,-1,1,1,1,1,-1,1,0,11415000,789637500,0,1.0,6.123233995736766e-17,0,0,1,0,0.04811225114324874
0,32.0,53,0,0,0,0,0,0,1,0,2805000,150855000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.023468021743223693
0,67.0,62,-1,1,1,-1,1,-1,1,1,14692500,890482500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.2885903125625386
0,52.0,60,1,1,-1,-1,-1,1,0,1,14115000,821385000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.4461984548653868
0,36.0,3,-1,-1,-1,-1,1,-1,0,1,12060000,33607500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.884285845456166
0,18.0,23,1,-1,-1,-1,1,1,0,1,14265000,348907500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.7971647397208821
1,67.0,1,-1,1,-1,-1,-1,-1,0,1,4702500,4702500,1,0.8660254037844386,0.5000000000000001,0,1,0,0,0.724839779203485
0,23.0,67,1,-1,1,1,-1,1,1,1,10852500,748725000,0,1.0,6.123233995736766e-17,0,1,0,0,0.04857793041855995
0,20.0,12,-1,1,-1,-1,1,-1,0,1,13462500,157860000,1,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.8312027105269719
0,52.0,71,1,1,1,1,-1,1,1,1,12405000,874680000,0,0.4999999999999999,-0.8660254037844387,0,1,0,0,0.03601335532226116
1,69.0,25,0,0,0,0,0,0,1,0,2985000,76620000,0,1.0,6.123233995736766e-17,1,0,0,0,0.07497508438368322
0,57.0,5,1,-1,-1,-1,-1,-1,0,1,8070000,42592500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.5811777419367066
1,47.0,26,-1,-1,-1,-1,-1,-1,1,1,7732500,194310000,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.26921186248787177
1,47.0,1,0,0,0,0,0,0,1,0,2947500,2947500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.18345131615602905
1,50.0,70,-1,1,1,-1,1,-1,1,1,6607500,451747500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.10217572482138902
1,49.0,72,1,1,1,1,1,1,1,1,17100000,1213972500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.18699203123486077
1,43.0,60,-1,1,-1,-1,1,1,1,1,14160000,841537500,1,-1.0,-1.8369701987210294e-16,0,0,0,1,0.41912976167870725
