gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G
1,29.0,38,0,0,0,0,0,0,1,0,3757500,144592500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,28.0,70,1,1,1,1,-1,1,1,0,11115000,783345000,0,1.2246467991473532e-16,-1.0,0,1,0,0
0,31.0,37,-1,1,-1,-1,1,-1,0,1,13320000,501082500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,40.0,4,-1,-1,-1,-1,1,-1,0,1,11827500,43920000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,43.0,60,1,1,-1,-1,-1,1,0,1,13987500,866182500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,59.0,62,1,-1,1,1,-1,1,1,0,10710000,673095000,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,28.0,1,-1,-1,-1,-1,-1,-1,0,0,6660000,6660000,1,-0.8660254037844386,0.5000000000000001,0,1,0,0
1,52.0,36,1,-1,1,1,1,1,0,1,11880000,428242500,0,1.2246467991473532e-16,-1.0,0,1,0,0
1,37.0,44,0,0,0,0,0,0,1,0,3060000,135832500,0,-1.0,-1.8369701987210297e-16,1,0,0,0
0,39.0,55,-1,-1,1,-1,1,1,1,1,15000000,826395000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,48.0,72,1,-1,1,-1,1,1,1,1,15750000,1138470000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,27.0,12,0,0,0,0,0,0,1,0,2970000,34440000,1,0.0,1.0,1,0,0,0
0,45.0,13,1,-1,-1,-1,-1,-1,0,1,4627500,59115000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
1,42.0,1,-1,-1,-1,-1,1,1,0,1,13485000,13485000,1,0.8660254037844386,0.5000000000000001,0,0,0,1
0,46.0,15,0,0,0,0,0,0,1,0,3082500,44392500,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0
0,43.0,65,1,1,1,1,1,1,1,1,12727500,818880000,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0
0,69.0,12,1,-1,-1,1,-1,-1,1,0,4972500,66712500,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0
1,32.0,72,1,1,1,1,1,1,1,1,13800000,1017322500,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
0,34.0,72,1,1,1,1,1,1,1,0,13470000,976567500,0,0.49999999999999994,-0.8660254037844387,0,1,0,0
0,33.0,72,1,1,1,1,1,1,1,1,17370000,1271475000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,33.0,52,1,1,-1,1,1,1,1,1,12772500,669277500,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0
1,32.0,2,0,0,0,0,0,0,0,0,3727500,9300000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0
0,54.0,5,1,-1,-1,1,1,-1,0,1,9652500,52897500,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0
0,57.0,68,0,0,0,0,0,0,1,0,3075000,213735000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,33.0,62,-1,-1,1,-1,1,1,1,1,15022500,962047500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,30.0,72,1,1,-1,1,1,1,1,0,12907500,946447500,0,0.8660254037844386,0.5000000000000001,0,1,0,0
1,46.0,1,-1,1,-1,-1,-1,-1,0,0,7620000,7620000,1,-1.0,-1.8369701987210297e-16,0,1,0,0
0,33.0,66,1,1,-1,1,-1,-1,1,0,13350000,884790000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,48.0,72,1,1,1,1,1,1,1,1,9720000,707962500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
1,42.0,26,0,0,0,0,0,0,1,0,2970000,68595000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,22.0,64,1,-1,1,-1,-1,1,1,0,14010000,873345000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,59.0,20,-1,1,-1,-1,-1,-1,0,1,11047500,219525000,1,0.49999999999999994,0.8660254037844387,0,0,0,1
0,62.0,3,-1,1,-1,-1,1,1,0,1,14265000,46110000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
1,33.0,22,-1,-1,-1,-1,1,1,0,1,14197500,315682500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,35.0,4,-1,-1,1,1,-1,-1,0,1,12090000,47872500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,43.0,62,-1,-1,-1,1,1,-1,1,1,5850000,350617500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0
0,44.0,5,0,0,0,0,0,0,0,1,3075000,15645000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
1,48.0,59,-1,-1,-1,-1,-1,1,1,0,12832500,762697500,1,1.2246467991473532e-16,-1.0,0,0,0,1
1,64.0,3,0,0,0,0,0,0,1,1,3960000,18187500,0,0.49999999999999994,0.8660254037844387,1,0,0,0
0,38.0,72,1,-1,1,1,1,-1,1,1,14730000,1052385000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,30.0,57,-1,1,1,-1,1,1,1,1,14632500,839700000,0,1.2246467991473532e-16,-1.0,0,0,0,1
1,23.0,66,0,0,0,0,0,0,1,0,2992500,190365000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0
0,31.0,60,-1,1,-1,-1,1,1,0,1,7620000,454110000,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0
1,40.0,45,-1,-1,1,-1,1,1,1,0,14955000,695152500,0,0.49999999999999994,0.8660254037844387,0,0,0,1
0,62.0,3,-1,-1,-1,-1,1,-1,0,1,5220000,17092500,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,34.0,15,1,-1,1,1,1,1,0,0,15765000,237412500,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,43.0,51,1,-1,1,1,1,1,1,0,9022500,461550000,0,0.49999999999999994,-0.8660254037844387,0,1,0,0
0,40.0,60,1,-1,1,1,-1,-1,1,0,9712500,605925000,0,0.8660254037844386,0.5000000000000001,0,1,0,0
1,54.0,33,-1,1,-1,-1,-1,-1,0,1,8197500,249780000,0,0.0,1.0,0,1,0,0
1,70.0,10,1,1,1,1,1,1,0,1,16515000,156495000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
1,34.0,26,0,0,0,0,0,0,1,0,2895000,75630000,0,1.0,6.123233995736766e-17,1,0,0,0
0,34.0,6,-1,-1,1,-1,-1,1,0,0,12585000,74632500,1,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,53.0,67,1,-1,1,1,1,1,1,1,16687500,1126747500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,48.0,49,1,-1,-1,1,-1,-1,1,1,5370000,267300000,0,-0.5000000000000004,0.8660254037844384,0,1,0,0
1,62.0,1,0,0,0,0,0,0,0,1,3007500,3007500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
0,47.0,7,-1,-1,1,-1,1,-1,0,1,12652500,91447500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,36.0,27,1,1,1,-1,1,1,1,1,16575000,428640000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,47.0,37,-1,-1,-1,-1,1,1,1,0,13680000,487132500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,53.0,63,1,1,1,-1,1,-1,0,1,15082500,932302500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,50.0,31,1,-1,1,1,-1,-1,0,0,13395000,423450000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,46.0,50,-1,1,1,-1,1,1,0,1,15577500,752685000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,53.0,32,-1,-1,1,-1,-1,-1,0,1,12165000,392887500,0,0.8660254037844386,0.5000000000000001,0,0,0,1
0,54.0,1,-1,-1,-1,-1,-1,-1,0,0,3690000,3690000,1,0.0,1.0,0,0,1,0
0,57.0,63,-1,-1,-1,1,-1,-1,1,1,12180000,744765000,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,48.0,30,1,1,-1,-1,-1,1,0,1,14145000,401955000,0,1.0,6.123233995736766e-17,0,0,0,1
1,38.0,71,1,1,1,1,1,1,1,1,17415000,1246582500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
0,42.0,53,-1,1,1,-1,1,1,1,0,15832500,852337500,0,0.0,1.0,0,0,0,1
0,54.0,12,1,-1,-1,1,1,1,0,1,14835000,168142500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,30.0,50,1,1,-1,-1,-1,1,0,1,14160000,737235000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
0,44.0,2,0,0,0,0,0,0,0,0,2925000,4132500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0
0,35.0,9,-1,-1,1,-1,1,1,0,0,14745000,138525000,1,1.0,6.123233995736766e-17,0,0,0,1
1,40.0,17,1,-1,-1,-1,1,1,0,0,14077500,243847500,1,1.2246467991473532e-16,-1.0,0,0,0,1
0,55.0,56,1,1,1,-1,1,1,1,1,15840000,910297500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,42.0,67,1,1,1,-1,1,1,1,0,12202500,809790000,0,0.0,1.0,0,0,1,0
1,41.0,9,-1,-1,1,-1,1,1,0,1,15075000,137790000,1,1.2246467991473532e-16,-1.0,0,0,0,1
1,24.0,4,-1,-1,-1,-1,1,-1,0,1,8460000,35227500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0
1,49.0,19,-1,1,-1,1,-1,1,1,1,9802500,184777500,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0
0,48.0,8,0,0,0,0,0,0,0,0,2992500,25635000,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
0,66.0,71,-1,1,1,1,1,1,1,1,16687500,1197622500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,36.0,10,-1,1,-1,-1,-1,-1,0,1,10927500,103297500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,43.0,15,-1,1,-1,-1,1,-1,0,0,13350000,193245000,0,0.49999999999999994,0.8660254037844387,0,0,0,1
1,43.0,72,1,-1,1,-1,1,1,1,1,15915000,1177275000,0,1.0,6.123233995736766e-17,0,0,0,1
1,59.0,12,0,0,0,0,0,0,1,0,3007500,40050000,0,-1.0,-1.8369701987210297e-16,1,0,0,0
1,39.0,72,0,0,0,0,0,0,1,1,3780000,269835000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
1,43.0,1,-1,-1,-1,-1,-1,-1,0,1,11032500,11032500,1,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,47.0,23,1,-1,-1,-1,-1,-1,0,1,11310000,246532500,0,1.2246467991473532e-16,-1.0,0,0,0,1
1,42.0,72,1,1,1,1,1,1,1,1,9832500,721117500,0,0.49999999999999994,0.8660254037844387,0,1,0,0
0,35.0,26,-1,-1,1,-1,-1,-1,0,1,12105000,328950000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,42.0,21,-1,1,1,1,1,1,1,1,15682500,335910000,0,0.8660254037844386,0.5000000000000001,0,0,0,1
1,53.0,60,0,0,0,0,0,0,1,0,3622500,225885000,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
1,28.0,12,0,0,0,0,0,0,0,0,3067500,38302500,0,1.0,6.123233995736766e-17,1,0,0,0
1,42.0,16,-1,-1,-1,-1,-1,-1,0,1,11310000,178410000,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,32.0,63,1,1,-1,-1,1,1,1,1,11955000,717922500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
0,54.0,22,1,1,-1,-1,-1,-1,0,0,12255000,273135000,0,0.49999999999999994,0.8660254037844387,0,0,0,1
0,22.0,32,1,1,1,1,-1,1,0,0,11445000,360622500,0,1.2246467991473532e-16,-1.0,0,1,0,0
0,33.0,3,-1,1,-1,-1,-1,-1,0,1,11910000,30757500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,45.0,13,-1,1,1,-1,-1,-1,0,1,12172500,142845000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,59.0,68,-1,1,-1,1,1,1,1,1,15562500,1055917500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,39.0,30,-1,-1,1,-1,-1,1,1,0,12967500,380707500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,33.0,16,-1,1,-1,-1,-1,-1,0,0,11265000,181927500,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
1,63.0,33,-1,1,-1,1,-1,-1,1,0,12090000,397665000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,23.0,72,0,0,0,0,0,0,1,0,2895000,195720000,0,0.0,1.0,1,0,0,0
0,18.0,4,-1,-1,-1,-1,-1,1,0,1,12690000,54015000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,45.0,12,1,-1,-1,1,-1,-1,1,1,5040000,65317500,0,1.2246467991473532e-16,-1.0,0,1,0,0
0,34.0,4,-1,-1,-1,-1,1,-1,0,1,12487500,46207500,0,0.0,1.0,0,0,0,1
0,28.0,0,1,1,1,-1,1,1,1,0,12127500,0,0,0.49999999999999994,-0.8660254037844387,0,1,0,0
0,49.0,6,1,-1,-1,-1,-1,-1,0,1,11857500,65175000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
0,43.0,65,-1,1,1,1,1,1,1,1,16207500,1067835000,0,1.0,6.123233995736766e-17,0,0,0,1
0,33.0,15,0,0,0,0,0,0,0,0,2985000,48067500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,25.0,24,0,0,0,0,0,0,1,0,3157500,79732500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0
0,50.0,13,-1,1,-1,-1,-1,-1,0,0,4522500,57330000,0,1.2246467991473532e-16,-1.0,0,0,1,0
1,48.0,24,-1,-1,-1,-1,-1,1,0,1,11977500,300150000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
0,39.0,72,1,1,1,1,1,1,1,0,9825000,737955000,0,0.49999999999999994,-0.8660254037844387,0,0,1,0
0,62.0,54,1,1,-1,-1,1,1,0,1,15615000,846870000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,27.0,3,-1,-1,-1,-1,-1,-1,0,0,11160000,32370000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,22.0,4,0,0,0,0,0,0,0,1,3075000,11640000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
0,32.0,32,-1,-1,1,-1,1,-1,0,1,13702500,434482500,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,39.0,35,-1,-1,1,-1,1,1,0,1,14857500,509370000,1,0.8660254037844387,-0.4999999999999998,0,0,0,1
1,43.0,35,0,0,0,0,0,0,1,0,3075000,113902500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,37.0,2,-1,-1,-1,-1,-1,-1,0,0,6742500,12772500,1,-1.0,-1.8369701987210297e-16,0,1,0,0
0,44.0,8,-1,1,-1,-1,-1,-1,0,0,11340000,80332500,0,0.8660254037844386,0.5000000000000001,0,0,0,1
1,25.0,22,1,-1,-1,1,-1,-1,0,0,8265000,187972500,0,0.49999999999999994,0.8660254037844387,0,0,1,0
0,57.0,15,1,-1,1,1,-1,-1,0,0,8842500,143272500,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
1,39.0,22,-1,-1,-1,-1,1,1,0,1,14265000,324390000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,53.0,1,-1,-1,-1,-1,-1,-1,0,0,6705000,6705000,1,-0.8660254037844386,0.5000000000000001,0,0,1,0
0,44.0,71,0,0,0,0,0,0,1,0,3817500,272002500,0,0.0,1.0,1,0,0,0
1,45.0,4,1,-1,1,-1,-1,-1,0,0,8512500,36772500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
1,47.0,25,1,1,1,1,-1,1,0,0,12262500,304320000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
0,45.0,32,-1,1,-1,-1,1,-1,0,1,12915000,408562500,0,0.0,1.0,0,0,0,1
1,48.0,7,1,-1,-1,-1,-1,-1,0,0,4470000,33067500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,56.0,17,0,0,0,0,0,0,1,1,3075000,54870000,0,0.8660254037844386,0.5000000000000001,1,0,0,0
1,42.0,8,1,-1,-1,-1,1,-1,0,0,9135000,82792500,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,49.0,56,1,-1,1,1,-1,1,1,0,10987500,608130000,0,-1.0,-1.8369701987210297e-16,0,0,1,0
1,39.0,1,-1,-1,-1,-1,-1,-1,0,1,6855000,6855000,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0
1,57.0,8,1,-1,-1,1,1,1,0,0,15045000,124852500,1,1.0,6.123233995736766e-17,0,0,0,1
1,32.0,7,0,0,0,0,0,0,0,0,2887500,16845000,1,0.49999999999999994,-0.8660254037844387,1,0,0,0
1,62.0,3,0,0,0,0,0,0,0,0,3127500,9097500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
0,40.0,71,1,1,1,1,1,-1,1,0,11602500,832515000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
0,23.0,2,-1,-1,-1,-1,1,1,0,1,14400000,26220000,1,1.0,6.123233995736766e-17,0,0,0,1
0,42.0,1,-1,-1,-1,-1,1,1,0,0,13582500,13582500,1,0.49999999999999994,0.8660254037844387,0,0,0,1
1,32.0,49,1,1,-1,-1,1,-1,0,1,14077500,709965000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,50.0,58,-1,1,1,1,1,-1,1,0,10515000,607342500,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,32.0,44,-1,1,-1,-1,-1,-1,0,1,4552500,203955000,1,1.0,6.123233995736766e-17,0,0,1,0
0,35.0,59,-1,1,-1,1,1,1,1,1,11392500,681352500,0,1.0,6.123233995736766e-17,0,1,0,0
1,18.0,71,1,-1,1,1,1,1,1,1,16207500,1129822500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,35.0,1,-1,-1,-1,-1,-1,-1,0,1,10485000,10485000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,18.0,11,-1,-1,-1,-1,-1,-1,0,0,11287500,133297500,0,0.8660254037844386,0.5000000000000001,0,0,0,1
1,21.0,62,-1,1,1,-1,1,1,1,1,15562500,957502500,1,0.8660254037844386,0.5000000000000001,0,0,0,1
0,49.0,35,1,-1,-1,1,-1,-1,1,1,8242500,287400000,0,1.0,6.123233995736766e-17,0,0,1,0
0,49.0,20,0,0,0,0,0,0,0,1,2925000,61950000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0
1,45.0,40,0,0,0,0,0,0,1,0,2940000,121342500,0,0.0,1.0,1,0,0,0
0,28.0,39,1,-1,-1,-1,-1,-1,1,1,7177500,282960000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,39.0,1,-1,-1,-1,-1,-1,1,0,1,12990000,12990000,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,40.0,72,0,0,0,0,0,0,1,0,3562500,251887500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
0,26.0,33,-1,1,-1,-1,-1,-1,0,1,12090000,398475000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
0,58.0,12,-1,-1,-1,-1,-1,-1,0,0,6570000,81142500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,51.0,1,0,0,0,0,0,0,0,0,2962500,2962500,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
1,37.0,27,0,0,0,0,0,0,0,0,2872500,80602500,0,0.49999999999999994,0.8660254037844387,1,0,0,0
1,40.0,34,0,0,0,0,0,0,1,0,2940000,101820000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0
0,43.0,56,1,-1,1,-1,-1,-1,1,0,12045000,677047500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,18.0,58,0,0,0,0,0,0,1,0,3652500,213577500,0,0.0,1.0,1,0,0,0
0,37.0,22,0,0,0,0,0,0,1,0,3787500,83310000,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
0,32.0,10,0,0,0,0,0,0,1,0,3915000,33832500,0,0.0,1.0,1,0,0,0
1,28.0,13,0,0,0,0,0,0,1,0,3000000,40267500,0,1.0,6.123233995736766e-17,1,0,0,0
0,37.0,35,-1,1,-1,1,-1,-1,0,0,12795000,437625000,1,0.0,1.0,0,0,0,1
0,62.0,34,-1,-1,-1,-1,-1,-1,0,1,10500000,362415000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,48.0,4,-1,-1,-1,-1,1,1,0,1,14145000,63667500,1,1.2246467991473532e-16,-1.0,0,0,0,1
1,33.0,72,0,0,0,0,0,0,1,0,3105000,223815000,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
1,47.0,2,-1,-1,-1,1,1,1,0,0,10545000,19860000,0,0.0,1.0,0,0,1,0
0,57.0,7,-1,-1,1,-1,1,1,0,1,14302500,99135000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,51.0,27,-1,-1,-1,-1,-1,-1,0,1,11325000,284092500,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
1,41.0,4,-1,-1,-1,-1,-1,-1,0,1,10432500,42735000,0,1.0,6.123233995736766e-17,0,0,0,1
0,32.0,37,0,0,0,0,0,0,1,0,2977500,117637500,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0
1,48.0,21,0,0,0,0,0,0,0,0,3000000,62655000,0,1.2246467991473532e-16,-1.0,1,0,0,0
0,45.0,53,-1,-1,-1,-1,1,1,1,1,14377500,752437500,0,0.8660254037844386,0.5000000000000001,0,0,0,1
0,51.0,18,-1,-1,-1,1,-1,1,0,1,13515000,241912500,1,0.8660254037844386,0.5000000000000001,0,0,0,1
0,48.0,2,-1,-1,-1,-1,-1,-1,0,0,10342500,17962500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,53.0,32,1,-1,-1,-1,1,1,0,1,14932500,480697500,1,1.2246467991473532e-16,-1.0,0,0,0,1
1,34.0,23,0,0,0,0,0,0,1,1,3112500,72780000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,56.0,3,1,-1,-1,-1,-1,-1,0,1,7522500,24127500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0
0,42.0,71,1,1,-1,1,1,1,1,0,8797500,621787500,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,65.0,9,-1,-1,-1,1,1,1,0,1,14385000,124117500,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,32.0,1,-1,1,-1,-1,-1,-1,0,0,7425000,7425000,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,61.0,18,-1,-1,1,-1,-1,1,0,0,8617500,148627500,1,0.8660254037844386,0.5000000000000001,0,1,0,0
1,42.0,12,-1,-1,-1,-1,-1,1,1,0,8047500,104452500,1,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,32.0,71,1,1,1,1,-1,1,1,1,12015000,837810000,0,0.8660254037844386,0.5000000000000001,0,0,1,0
0,34.0,64,0,0,0,0,0,0,1,1,3660000,240180000,0,1.0,6.123233995736766e-17,1,0,0,0
1,36.0,4,-1,-1,-1,1,-1,1,0,1,6007500,24367500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
0,45.0,23,0,0,0,0,0,0,0,1,2925000,70530000,0,-1.0,-1.8369701987210297e-16,1,0,0,0
0,46.0,39,1,-1,-1,-1,-1,-1,0,0,7657500,309900000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0
1,33.0,28,1,-1,-1,1,-1,-1,1,0,8152500,213967500,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,40.0,5,-1,1,-1,-1,1,-1,0,1,12705000,58875000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,66.0,45,-1,-1,1,-1,-1,1,0,1,12915000,579217500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,61.0,37,-1,-1,-1,-1,-1,-1,0,1,10552500,382935000,0,1.2246467991473532e-16,-1.0,0,0,0,1
0,45.0,60,1,1,1,1,1,1,1,1,16500000,1000252500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,40.0,8,-1,-1,1,-1,1,1,0,1,15090000,122910000,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,41.0,47,1,-1,1,-1,1,-1,1,0,14235000,692287500,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,47.0,26,-1,-1,-1,-1,1,-1,0,1,12562500,310590000,1,0.8660254037844386,0.5000000000000001,0,0,0,1
0,28.0,3,1,-1,-1,1,1,-1,0,1,13245000,41062500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,37.0,50,-1,-1,-1,-1,-1,-1,0,1,10462500,533655000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,20.0,27,-1,-1,-1,1,1,1,0,0,10740000,293565000,0,0.0,1.0,0,0,1,0
0,45.0,8,-1,-1,1,-1,1,1,0,1,13815000,109492500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,48.0,62,0,0,0,0,0,0,1,0,3547500,212512500,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
0,34.0,71,1,-1,1,1,1,1,1,0,12277500,888660000,0,0.0,1.0,0,0,1,0
1,59.0,66,0,0,0,0,0,0,1,0,3765000,254655000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
1,25.0,68,1,1,1,1,1,1,1,1,17205000,1177477500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,22.0,13,-1,-1,1,-1,1,1,0,0,7372500,97410000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,43.0,56,-1,-1,-1,-1,-1,1,1,1,12135000,683625000,0,0.49999999999999994,0.8660254037844387,0,0,0,1
1,53.0,38,1,1,-1,-1,-1,-1,0,1,11917500,451957500,1,0.49999999999999994,0.8660254037844387,0,0,0,1
1,60.0,14,-1,-1,-1,-1,1,1,0,0,13567500,189915000,1,0.0,1.0,0,0,0,1
0,34.0,16,0,0,0,0,0,0,1,1,2895000,54052500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,53.0,14,-1,-1,-1,-1,-1,-1,0,0,10530000,156975000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,40.0,32,-1,-1,-1,-1,-1,-1,0,1,10462500,352185000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,38.0,8,1,-1,-1,1,-1,-1,1,0,8137500,67162500,0,0.49999999999999994,-0.8660254037844387,0,0,1,0
0,51.0,43,-1,-1,1,-1,1,1,0,1,14895000,631492500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,48.0,52,1,-1,1,1,1,-1,1,0,11100000,581647500,0,-0.8660254037844386,0.5000000000000001,0,1,0,0
1,21.0,3,-1,-1,-1,1,-1,-1,0,1,7537500,22845000,0,0.49999999999999994,-0.8660254037844387,0,0,1,0
1,58.0,29,0,0,0,0,0,0,1,1,2970000,85830000,0,1.2246467991473532e-16,-1.0,1,0,0,0
0,57.0,1,0,0,0,0,0,0,0,0,2947500,2947500,1,0.49999999999999994,0.8660254037844387,1,0,0,0
1,32.0,12,-1,-1,1,1,-1,1,0,1,6547500,79042500,1,1.0,6.123233995736766e-17,0,0,1,0
0,45.0,16,-1,-1,-1,-1,-1,1,0,1,5325000,82905000,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,46.0,40,-1,-1,1,1,1,1,1,1,12112500,481297500,0,1.0,6.123233995736766e-17,0,0,1,0
